"@timestamp","host.name","suricata.eve.flow_id","source.ip","source.port","destination.ip","destination.port","source.geo.country_iso_code","destination.geo.country_iso_code"
"Oct 28, 2022 @ 16:12:02.064",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:11:56.050",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:11:49.030",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:11:48.031",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:11:48.031",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:10:26.948",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:10:17.941",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:10:12.927",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:10:12.022",soniot3,6012415533344,"192.168.28.53",5601,"192.168.28.15",57182,"-","-"
"Oct 28, 2022 @ 16:10:11.931",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:10:10.926",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:10:10.922",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:10:10.212",soniot3,6012415533344,"192.168.28.53",5601,"192.168.28.15",57182,"-","-"
"Oct 28, 2022 @ 16:10:09.219",soniot3,6012415533344,"192.168.28.53",5601,"192.168.28.15",57182,"-","-"
"Oct 28, 2022 @ 16:09:57.907",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:56.909",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:54.066",soniot3,6012415533344,"192.168.28.53",5601,"192.168.28.15",57182,"-","-"
"Oct 28, 2022 @ 16:09:53.906",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:53.899",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:52.130",soniot3,6012415533344,"192.168.28.53",5601,"192.168.28.15",57182,"-","-"
"Oct 28, 2022 @ 16:09:51.159",soniot3,6012415533344,"192.168.28.53",5601,"192.168.28.15",57182,"-","-"
"Oct 28, 2022 @ 16:09:37.870",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:36.068",soniot3,6012415533344,"192.168.28.53",5601,"192.168.28.15",57182,"-","-"
"Oct 28, 2022 @ 16:09:34.151",soniot3,6012415533344,"192.168.28.53",5601,"192.168.28.15",57182,"-","-"
"Oct 28, 2022 @ 16:09:23.855",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:23.848",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:21.832",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:19.822",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:17.818",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:16.817",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:05.757",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:03.751",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:02.748",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:09:02.047",soniot3,270006919001439,"127.0.0.1",32988,"127.0.0.1",6379,"-","-"
"Oct 28, 2022 @ 16:08:59.745",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:08:50.732",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:08:47.726",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:08:22.692",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:08:10.665",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:08:04.608",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:08:02.605",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:07:53.593",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:07:47.582",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:07:44.574",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:07:37.560",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:07:34.555",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:07:27.544",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:07:18.530",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:07:13.527",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:07:12.522",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:07:08.515",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:06:52.491",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:06:50.474",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:06:42.464",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:06:33.464",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:06:28.452",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:05:59.392",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:04:26.244",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:04:11.227",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:04:10.226",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:04:08.210",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:04:05.214",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:03:45.177",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:03:44.173",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:03:32.151",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:03:05.062",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:02:59.014",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:02:50.954",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:02:21.906",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:02:02.794",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:02:01.795",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:02:00.791",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:01:54.903",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:01:25.703",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:01:22.692",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:00:42.636",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 16:00:29.620",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:59.575",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:59.574",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:59.573",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:53.568",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:53.566",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:50.553",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:45.540",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:36.526",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:30.520",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:20.515",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:17.508",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:13.489",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:08.481",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:59:05.473",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:58:08.357",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:57:56.723",soniot3,1492758277353299,"192.168.28.15",40656,"192.168.28.53",5601,"-","-"
"Oct 28, 2022 @ 15:57:56.723",soniot3,1245947976236526,"192.168.28.15",43454,"192.168.28.53",5601,"-","-"
"Oct 28, 2022 @ 15:57:48.310",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:57:46.288",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:57:45.287",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:57:38.285",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:57:05.213",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:57:02.008",soniot3,1224932720471452,"127.0.0.1",41910,"127.0.0.1",6379,"-","-"
"Oct 28, 2022 @ 15:56:04.116",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:55:47.073",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:55:47.073",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:55:42.055",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:55:37.046",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:55:27.035",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:55:24.044",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:55:22.755",soniot3,2074846606870073,"192.168.28.15",47542,"192.168.28.53",5601,"-","-"
"Oct 28, 2022 @ 15:55:22.755",soniot3,1921305821005793,"192.168.28.15",47544,"192.168.28.53",5601,"-","-"
"Oct 28, 2022 @ 15:55:20.019",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:55:20.019",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:55:14.025",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:55:02.994",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:56.986",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:52.983",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:48.977",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:44.970",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:44.248",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:43.921",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:43.921",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:33.915",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:32.910",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:29.908",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:23.882",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:21.877",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:16.834",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:15.840",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:13.830",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:12.826",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:11.609",soniot3,2074846606870073,"192.168.28.15",47542,"192.168.28.53",5601,"-","-"
"Oct 28, 2022 @ 15:54:09.816",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:08.811",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:05.810",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:54:02.803",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:53:44.950",soniot3,1492758277353299,"192.168.28.15",40656,"192.168.28.53",5601,"-","-"
"Oct 28, 2022 @ 15:53:36.711",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:53:05.676",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:53:04.667",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:53:02.400",soniot3,527026288986133,"127.0.0.1",57606,"127.0.0.1",6379,"-","-"
"Oct 28, 2022 @ 15:52:47.640",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:52:42.637",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:52:41.388",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:52:39.598",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:52:38.685",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:52:37.028",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:52:33.919",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:52:33.599",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:52:33.597",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:52:32.366",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:52:31.491",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:52:29.514",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:52:22.566",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:52:20.825",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:52:18.561",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:52:09.543",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:52:08.613",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:52:07.916",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:55.038",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:54.520",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:51:44.513",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:51:43.503",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:51:42.306",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:42.130",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:41.534",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:39.565",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:32.463",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:51:31.461",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:51:30.455",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:51:29.075",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:25.122",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:23.837",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:22.657",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:19.852",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:16.185",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:13.121",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:11.822",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:10.614",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:08.888",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:06.399",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:51:05.400",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:51:04.772",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:04.578",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:04.259",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:03.482",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:02.911",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:51:02.632",soniot3,575903008986071,"127.0.0.1",57362,"127.0.0.1",6379,"-","-"
"Oct 28, 2022 @ 15:51:02.377",soniot3,44031437964856,"192.168.28.15",42894,"192.168.28.53",5601,"-","-"
"Oct 28, 2022 @ 15:50:52.382",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:50:50.371",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:50:49.318",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:50:48.009",soniot3,1088271131420948,"192.168.28.15",48690,"192.168.28.53",5601,"-","-"
"Oct 28, 2022 @ 15:50:46.726",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:46.579",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:50:45.879",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:50:45.442",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:50:45.311",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:45.129",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:44.137",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:43.847",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:43.706",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:50:43.280",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:42.309",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:42.027",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:41.874",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:50:38.089",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:37.410",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:50:36.496",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:36.071",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:35.945",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:50:33.320",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:50:32.303",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:50:32.303",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:50:24.280",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:50:24.075",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:23.273",soniot3,890672027308685,"127.0.0.1",9200,"127.0.0.1",53164,"-","-"
"Oct 28, 2022 @ 15:50:23.157",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:22.774",soniot3,1253571500996722,"192.168.28.53",5601,"192.168.28.15",55450,"-","-"
"Oct 28, 2022 @ 15:50:22.642",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:50:09.923",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
"Oct 28, 2022 @ 15:49:57.206",soniot3,2154045736301273,"192.168.28.53",5601,"192.168.28.15",55566,"-","-"
