timestamp,cpu,mem free,disk,eth
14:44:21,15,593M,5%,0%,0%
14:44:26,11,592M,5%,0%,0%
14:44:31,11,592M,3%,0%,0%
14:44:36,12,592M,6%,0%,0%
14:44:41,41,592M,2%,0%,0%
14:44:46,38,592M,4%,0%,0%
14:44:51,13,592M,5%,0%,0%
14:44:56,18,591M,3%,0%,0%
14:45:01,71,591M,5%,0%,0%
14:45:06,60,592M,7%,0%,0%
14:45:11,12,591M,3%,0%,0%
14:45:16,12,591M,3%,0%,0%
14:45:21,21,591M,5%,0%,0%
